Symptoms,frequency,similarity
rotierender nystagmus,"[1, 0, 0, 1, 3, 0, 1, 0, 1, 0, 0, 0, 1, 2, 1, 0, 0, 3, 2, 2, 1, 0, 0, 0, 1, 0, 1]",
persoenlichkeitsveraenderung,"[1, 0, 1, 1, 6, 0, 1, 1, 2, 0, 1, 1, 0, 3, 1, 1, 0, 3, 2, 1, 1, 1, 0, 0, 0, 0, 0]",
plantarerythem,"[2, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 2, 0, 2, 0, 0, 0, 0, 1, 0, 0]",
prodrome,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
prostate tender,"[1, 0, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 2, 1, 3, 0, 0, 0, 0, 0, 0, 1]",
scleral icterus,"[1, 0, 2, 0, 2, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 2, 2, 1, 1, 0, 0, 0, 0, 0, 0]",
pustule,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 2, 0, 0, 0, 0, 0, 0]",
scar tissue,"[1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 1, 1, 0, 0, 0, 0, 0, 1]",
sputum purulent,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 2, 0, 1, 1, 2, 4, 0, 0, 0, 0, 0, 1]",
stool color yellow,"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 4, 0, 0, 5, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 2]",
himbeerzunge,"[0, 1, 0, 0, 3, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]",
unresponsiveness,"[0, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 0, 3, 1, 1, 0, 1, 4, 0, 1, 1, 0, 0, 0, 0, 0]",
difficulty passing urine,"[1, 0, 1, 1, 1, 2, 1, 0, 4, 0, 0, 1, 0, 2, 0, 1, 0, 1, 2, 1, 2, 0, 0, 0, 1, 0, 2]",
hypotonic,"[0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 2, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]",
lungenstauung,"[1, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 1, 1, 3, 0, 0, 0, 0, 0, 0]",
uncoordination,"[1, 0, 1, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 3, 3, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0]",
hypoxie,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]",
furunkel,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0]",
erektile dysfunktion,"[0, 0, 0, 1, 3, 1, 0, 0, 2, 0, 2, 1, 0, 2, 1, 0, 0, 1, 1, 2, 1, 0, 0, 0, 1, 0, 1]",
parkinsonismus,"[1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 1, 2, 1, 1, 0, 1, 3, 0, 1, 0, 0, 0, 0, 0, 0]",
throat sore,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 1, 2, 0, 0, 0, 0, 0, 0, 1]",
rauer hals,"[2, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 1, 0, 1, 0, 0, 0, 0, 0, 1]",
prostatism,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0]",
enthesopathie,"[1, 0, 0, 0, 3, 0, 0, 2, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0]",
sepsis,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0]",
hoerstoerungen,"[0, 0, 0, 0, 3, 0, 1, 1, 0, 0, 0, 0, 0, 2, 2, 0, 0, 2, 1, 1, 1, 0, 0, 0, 0, 0, 0]",
no known drug allergies,"[1, 0, 0, 1, 2, 0, 2, 0, 1, 0, 1, 2, 0, 3, 2, 0, 0, 2, 1, 0, 1, 0, 1, 0, 0, 0, 3]",
chronische urtikaria,"[2, 0, 2, 0, 1, 0, 0, 2, 3, 0, 1, 0, 0, 1, 1, 0, 0, 3, 1, 1, 1, 0, 0, 0, 0, 0, 1]",
osteoarthropathie,"[2, 0, 0, 0, 2, 0, 0, 2, 1, 0, 0, 0, 0, 0, 3, 1, 0, 2, 1, 3, 0, 0, 0, 0, 0, 0, 0]",
nasal discharge present,"[3, 0, 1, 1, 3, 0, 1, 1, 1, 0, 0, 1, 0, 2, 0, 1, 0, 2, 3, 1, 0, 0, 0, 0, 0, 0, 2]",
mediastinal shift,"[2, 0, 0, 1, 1, 1, 0, 1, 3, 0, 0, 1, 1, 1, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 1]",
koronarembolie,"[1, 1, 0, 0, 2, 0, 0, 0, 1, 0, 1, 1, 1, 1, 3, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
reizleitungsstoerungen,"[0, 0, 0, 0, 4, 0, 2, 0, 2, 0, 0, 1, 0, 3, 1, 0, 0, 2, 2, 2, 2, 0, 0, 0, 0, 1, 0]",
aortenektasie,"[2, 0, 0, 0, 3, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0]",
klinodaktylie,"[1, 0, 0, 1, 1, 0, 0, 0, 2, 0, 2, 2, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]",
oesophageale dysphagie,"[3, 0, 0, 1, 4, 0, 2, 2, 1, 0, 0, 1, 0, 0, 2, 2, 0, 0, 2, 0, 0, 0, 0, 0, 1, 0, 1]",
leberstauung,"[1, 1, 0, 0, 2, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 2, 0, 0, 0, 0, 0, 0]",
tonic seizures,"[0, 0, 1, 0, 2, 0, 0, 0, 2, 0, 0, 0, 0, 1, 1, 0, 0, 1, 2, 1, 1, 0, 0, 0, 0, 1, 1]",
hemianopsia homonymous,"[2, 0, 0, 0, 1, 0, 0, 2, 2, 0, 0, 0, 3, 2, 4, 1, 0, 0, 2, 0, 1, 0, 0, 0, 1, 0, 1]",
Stahli's line,"[1, 0, 0, 0, 1, 0, 0, 1, 2, 0, 0, 2, 0, 1, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 1]",
abduzensparese,"[2, 1, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 2, 0, 1, 0, 0, 0, 0, 1, 0]",
glukoseintoleranz,"[1, 0, 0, 0, 2, 0, 1, 0, 1, 0, 1, 2, 0, 2, 2, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0]",
extreme exhaustion,"[1, 0, 0, 0, 4, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 2, 1, 0, 0, 2, 0, 0, 1]",
apyrexial,"[2, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0]",
intermittierendes fieber,"[0, 1, 0, 1, 6, 1, 0, 0, 4, 0, 0, 0, 1, 2, 0, 0, 0, 3, 1, 3, 0, 0, 0, 0, 0, 0, 1]",
charleyhorse,"[1, 0, 1, 0, 2, 0, 0, 2, 0, 0, 0, 1, 0, 0, 1, 0, 0, 2, 1, 0, 0, 0, 0, 0, 1, 0, 0]",
retropulsion,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 2, 1, 0, 2, 1, 1, 1, 0, 0, 0, 0, 0, 0]",
nasal flaring,"[3, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 2, 0, 2, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1]",
pulse absent,"[1, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 2, 1, 1, 0, 0, 0, 0, 0, 1]",
Murphy's sign,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 2, 0, 1, 0, 0, 0, 1, 0, 1]",
decreased stool caliber,"[2, 1, 2, 2, 4, 0, 0, 0, 1, 0, 0, 2, 0, 0, 2, 0, 0, 2, 2, 1, 0, 0, 0, 0, 0, 0, 2]",
excruciating pain,"[2, 0, 2, 0, 1, 0, 1, 0, 3, 0, 0, 0, 0, 2, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1]",
shooting pain,"[1, 0, 0, 0, 0, 0, 1, 1, 2, 0, 0, 0, 0, 2, 2, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1]",
analabszess,"[3, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 0]",
disequilibrium,"[0, 1, 0, 1, 1, 0, 0, 0, 4, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 2, 0, 0, 0, 0, 0, 0]",
stammfettsucht,"[1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 4, 1, 0, 0, 0, 0, 0, 0]",
lameness,"[1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0]",
blackout,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]",
macule,"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",
redness,"[0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0]",
cushingoid facies,"[1, 0, 2, 1, 1, 1, 1, 1, 3, 0, 0, 0, 0, 1, 1, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 1]",
vollmond gesicht,"[0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 2, 1, 1, 2, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1]",
facies mitralis,"[2, 0, 1, 0, 1, 1, 0, 0, 3, 0, 0, 1, 1, 0, 0, 0, 0, 1, 2, 1, 0, 0, 0, 0, 0, 0, 1]",
polychromasie,"[1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0]",
nonsmoker,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 2, 2, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",
impaired cognition,"[1, 0, 1, 1, 1, 0, 1, 0, 4, 0, 0, 0, 1, 2, 2, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1]",
extrasystolen,"[1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 2, 2, 0, 0, 0, 1, 1, 0, 0]",
angeborene hypothyreose ohne struma,"[2, 1, 0, 0, 6, 0, 1, 3, 0, 0, 0, 0, 1, 3, 4, 1, 0, 3, 2, 2, 1, 0, 0, 0, 2, 0, 3]",
hypermetabolismus,"[1, 1, 0, 0, 2, 0, 0, 1, 1, 0, 0, 1, 2, 0, 1, 1, 0, 1, 2, 1, 1, 0, 0, 0, 1, 0, 0]",
vision blurred,"[0, 1, 0, 1, 1, 0, 0, 0, 2, 0, 0, 1, 0, 1, 1, 0, 0, 2, 1, 0, 1, 1, 0, 0, 0, 0, 1]",
interkostalneuralgie,"[2, 0, 0, 0, 3, 0, 1, 0, 2, 0, 1, 2, 0, 2, 1, 0, 0, 2, 1, 2, 1, 0, 0, 0, 0, 0, 0]",
mood depressed,"[0, 0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 1, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1]",
hypometabolism,"[1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 2, 0, 2, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",
ueberlaufinkontinenz,"[1, 1, 0, 0, 3, 1, 0, 0, 2, 0, 1, 1, 0, 4, 1, 0, 0, 1, 0, 1, 2, 0, 0, 0, 0, 1, 0]",
fazialisparese,"[3, 0, 0, 0, 2, 1, 0, 0, 2, 0, 0, 1, 0, 0, 0, 1, 0, 1, 2, 0, 0, 0, 0, 0, 0, 1, 0]",
amaurose,"[2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0]",
patient non compliance,"[2, 0, 2, 0, 2, 0, 0, 0, 2, 0, 0, 1, 1, 4, 2, 2, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2]",
akathisie,"[2, 0, 0, 0, 1, 0, 0, 1, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]",
clammy skin,"[1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 2, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1]",
lipidurie,"[0, 0, 0, 1, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]",
glottiskrampf,"[1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0]",
kraniotabes,"[2, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]",
plattfuss,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 2, 2, 1, 0, 0, 0, 0, 0, 0]",
nephrolithiasis,"[1, 0, 0, 0, 1, 0, 0, 2, 3, 0, 0, 1, 0, 1, 1, 1, 0, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0]",
exhaustion,"[1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0]",
shortness of breath,"[1, 1, 0, 0, 2, 1, 0, 2, 0, 0, 0, 0, 0, 1, 2, 0, 0, 2, 3, 2, 0, 0, 0, 0, 0, 0, 2]",
unregelmaessiger puls,"[1, 0, 0, 0, 4, 0, 2, 0, 1, 0, 0, 2, 1, 1, 0, 1, 0, 2, 3, 0, 2, 0, 0, 0, 0, 0, 1]",
dysesthesia,"[1, 0, 0, 1, 2, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0, 0, 0, 1, 0, 0]",
giddy mood,"[0, 0, 0, 3, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1]",
thrombophilie,"[0, 1, 0, 0, 1, 0, 0, 2, 2, 0, 0, 1, 1, 0, 2, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]",
rezidivierende durchfaelle,"[1, 0, 1, 3, 6, 1, 0, 1, 3, 0, 0, 2, 0, 1, 0, 0, 0, 3, 0, 0, 1, 1, 0, 0, 0, 1, 1]",
chronische diarrhoe,"[1, 0, 2, 1, 2, 0, 0, 3, 2, 0, 0, 0, 0, 1, 2, 0, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 1]",
pseudofollikulitis,"[0, 0, 0, 1, 1, 1, 0, 0, 3, 0, 1, 3, 0, 0, 2, 1, 0, 0, 2, 1, 2, 0, 0, 0, 0, 0, 0]",
lipodermatosklerose,"[1, 0, 0, 1, 3, 0, 0, 0, 1, 0, 1, 2, 1, 0, 3, 1, 0, 2, 2, 1, 0, 0, 0, 0, 0, 0, 0]",
protrusio acetabuli,"[2, 1, 1, 0, 1, 0, 0, 0, 2, 0, 0, 1, 0, 0, 2, 1, 0, 2, 1, 2, 2, 0, 0, 0, 0, 0, 1]",
abnormal sensation,"[3, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 3, 2, 0, 0, 1, 2, 1, 0, 0, 0, 0, 0, 0, 1]",
globusgefuehl des pharynx,"[1, 1, 0, 1, 3, 1, 2, 2, 0, 0, 0, 2, 0, 1, 1, 1, 0, 1, 2, 0, 2, 0, 0, 1, 1, 0, 2]",
fremdkoerpergefuehl,"[0, 0, 0, 1, 5, 2, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0]",
rambling speech,"[1, 1, 1, 0, 2, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1]",
feeling suicidal,"[1, 0, 1, 1, 2, 1, 1, 0, 3, 0, 0, 2, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1]",
verbal auditory hallucinations,"[4, 1, 1, 1, 1, 0, 0, 1, 3, 0, 0, 3, 0, 2, 2, 0, 0, 2, 1, 2, 2, 1, 0, 0, 1, 0, 2]",
withdraw,"[1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 2, 0, 0, 0, 0]",
weepiness,"[0, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0]",
motor retardation,"[2, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 3, 0, 0, 3, 0, 3, 0, 0, 0, 0, 0, 0, 1]",
psychomotorische verlangsamung,"[2, 0, 2, 0, 2, 0, 2, 2, 1, 0, 0, 1, 2, 2, 3, 1, 0, 2, 3, 1, 1, 1, 0, 0, 1, 0, 1]",
behavior hyperactive,"[2, 1, 1, 0, 3, 0, 0, 2, 2, 0, 0, 0, 0, 0, 1, 1, 0, 2, 0, 1, 0, 2, 0, 0, 1, 0, 1]",
hoard,"[1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
absences finding,"[1, 1, 1, 1, 2, 1, 1, 0, 2, 0, 0, 0, 0, 3, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1]",
history of - blackout,"[1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 3, 0, 0, 1, 1, 2, 1, 0, 0, 0, 1, 0, 3]",
entwicklungsverzoegerung,"[0, 0, 1, 0, 4, 0, 3, 0, 1, 0, 1, 1, 0, 3, 1, 0, 0, 2, 1, 1, 2, 1, 1, 0, 0, 1, 0]",
feels hot,"[0, 0, 0, 0, 2, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1]",
rigor - temperature-associated observation,"[4, 1, 1, 1, 5, 0, 1, 0, 3, 0, 0, 0, 1, 1, 4, 1, 0, 5, 3, 4, 1, 1, 0, 0, 0, 0, 3]",
bedridden,"[0, 1, 0, 3, 2, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
gasping for breath,"[2, 1, 0, 0, 1, 1, 2, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 2, 1, 1, 0, 0, 0, 0, 0, 0, 2]",
rapid shallow breathing,"[3, 1, 0, 1, 1, 0, 1, 2, 2, 0, 0, 2, 0, 1, 1, 1, 0, 2, 1, 1, 0, 0, 1, 0, 0, 0, 2]",
catching breath,"[2, 1, 2, 0, 1, 0, 1, 2, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 1]",
cardiovascular finding,"[3, 0, 2, 2, 0, 1, 1, 0, 3, 0, 0, 1, 0, 2, 1, 0, 0, 2, 1, 0, 1, 1, 0, 0, 0, 0, 1]",
menstruation verlaengert,"[2, 0, 0, 0, 4, 0, 1, 0, 1, 0, 0, 1, 1, 3, 1, 0, 0, 3, 1, 3, 1, 1, 0, 0, 0, 0, 1]",
rachitischer rosenkranz,"[2, 0, 2, 0, 2, 0, 0, 2, 2, 0, 1, 0, 0, 2, 1, 0, 0, 4, 2, 1, 0, 0, 0, 0, 0, 1, 1]",
stiffness,"[0, 0, 0, 0, 1, 2, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0]",
facial paresis,"[3, 0, 1, 0, 1, 1, 0, 0, 2, 0, 0, 1, 0, 0, 0, 1, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1]",
general unsteadiness,"[2, 0, 0, 1, 4, 0, 1, 0, 1, 0, 0, 1, 0, 3, 0, 0, 0, 1, 3, 1, 1, 0, 0, 0, 0, 0, 1]",
monozytopenie,"[0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 1, 2, 3, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0]",
rhd positive,"[0, 0, 0, 1, 1, 0, 0, 1, 2, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1]",
pleuraexsudat,"[2, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 2, 0, 0, 1, 0, 0, 0]",
bradycardia,"[3, 1, 1, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0]",
bradykardie,"[2, 1, 0, 2, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0]",
r wave feature,"[2, 0, 0, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 1, 1, 1, 0, 0, 0, 2]",
superimposition,"[0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 1, 1, 2, 2, 0, 1, 2, 1, 1, 0, 0, 0, 0, 0, 0]",
symptom aggravating factors,"[4, 0, 1, 0, 0, 1, 3, 0, 1, 0, 0, 0, 2, 1, 2, 1, 0, 2, 2, 3, 0, 1, 0, 0, 1, 0, 2]",
leberenzyme anomal,"[2, 1, 0, 0, 4, 0, 0, 0, 0, 0, 0, 2, 2, 2, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1]",
suicidal,"[1, 0, 1, 1, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0]",
pressure chest,"[0, 0, 1, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 3, 1, 1, 0, 0, 0, 0, 0, 1]",
no status change,"[2, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 2, 2, 1, 0, 0, 0, 0, 0, 2]",
milky,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",
homicidal thoughts,"[1, 0, 1, 1, 0, 0, 1, 3, 2, 0, 0, 1, 1, 0, 2, 0, 0, 0, 1, 2, 1, 0, 0, 0, 0, 0, 1]",
energy increased,"[1, 0, 1, 1, 4, 0, 1, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 1, 0, 1]",
large-for-dates fetus,"[2, 0, 0, 1, 3, 2, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 2, 2, 2, 1, 0, 0, 0, 0, 0, 1]",
sehverlust,"[0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 2, 1, 1, 1, 0, 0, 0, 0, 0]",
hilaere lymphadenopathie,"[3, 0, 0, 1, 4, 0, 0, 3, 2, 0, 0, 2, 1, 1, 1, 2, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1]",
yellow sputum,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 1, 0, 1, 1, 0, 0, 1, 1, 2, 0, 1, 0, 1, 0, 1]",
green sputum,"[0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 2, 0, 0, 0, 0, 0, 1]",
behavior showing increased motor activity,"[3, 1, 2, 1, 3, 0, 1, 2, 5, 0, 0, 0, 1, 2, 4, 0, 0, 3, 2, 3, 0, 2, 1, 0, 1, 0, 4]",
feces in rectum,"[0, 0, 2, 0, 3, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 2]",
distress respiratory,"[1, 0, 0, 1, 2, 0, 0, 0, 2, 0, 0, 0, 0, 0, 1, 1, 0, 4, 4, 2, 0, 0, 0, 0, 1, 0, 1]",
breath-holding spell,"[1, 1, 0, 1, 2, 0, 1, 2, 1, 0, 0, 3, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",
sonstige stuhlveraenderungen,"[1, 0, 0, 1, 5, 0, 2, 1, 1, 0, 0, 1, 0, 4, 1, 0, 0, 2, 3, 2, 2, 1, 0, 0, 0, 0, 1]",
sonstige hautveraenderungen,"[2, 0, 0, 1, 5, 0, 2, 1, 1, 0, 0, 0, 0, 4, 1, 0, 0, 2, 2, 2, 2, 1, 0, 0, 0, 0, 1]",
sonstige miktionsstoerungen,"[0, 0, 0, 0, 3, 0, 2, 0, 3, 0, 1, 0, 1, 4, 3, 0, 0, 1, 4, 3, 1, 0, 0, 0, 0, 0, 1]",
sonstige stuerze auf gleicher ebene,"[1, 1, 1, 0, 8, 1, 2, 1, 2, 0, 0, 1, 0, 2, 1, 0, 0, 2, 3, 2, 2, 0, 0, 0, 0, 1, 4]",
sekundaerer hyperparathyreoidismus,"[3, 0, 0, 2, 5, 0, 0, 2, 2, 0, 1, 0, 1, 1, 1, 2, 0, 5, 3, 1, 2, 0, 0, 0, 2, 0, 1]",
sonstiger hoerverlust,"[0, 0, 0, 0, 3, 0, 1, 1, 1, 0, 0, 1, 0, 1, 2, 0, 0, 3, 3, 2, 1, 1, 0, 0, 0, 0, 1]",
